2025-01-25 17:50:35 - 交易日期: 2023-10-27, 交易合约: 10005329.XSHG(Call), 交易份数: 1, 交易价格: 0.1297
2025-01-26 10:56:07 - 交易日期: 2024-09-23, 交易合约: 10007718.XSHG(Put), 交易份数: 1, 交易价格: 0.0071
2025-01-26 10:56:09 - 交易日期: 2024-09-27, 交易合约: 10007869.XSHG(Call), 交易份数: 1, 交易价格: 0.1482
2025-01-26 10:56:09 - 交易日期: 2024-09-27, 交易合约: 10007877.XSHG(Put), 交易份数: 1, 交易价格: 0.0583
2025-01-26 10:56:09 - 交易日期: 2024-09-30, 交易合约: 10007869.XSHG(Call), 交易份数: 1, 交易价格: 0.303
2025-01-26 10:56:09 - 交易日期: 2024-09-30, 交易合约: 10007877.XSHG(Put), 交易份数: 1, 交易价格: 0.0408
2025-01-26 10:56:10 - 交易日期: 2024-09-30, 交易合约: 10007985.XSHG(Call), 交易份数: 1, 交易价格: 0.2111
2025-01-26 10:56:10 - 交易日期: 2024-09-30, 交易合约: 10007987.XSHG(Put), 交易份数: 1, 交易价格: 0.1183
2025-01-26 10:56:10 - 交易日期: 2024-10-08, 交易合约: 10007985.XSHG(Call), 交易份数: 1, 交易价格: 0.2891
2025-01-26 10:56:10 - 交易日期: 2024-10-08, 交易合约: 10007987.XSHG(Put), 交易份数: 1, 交易价格: 0.1488
2025-01-26 10:56:12 - 交易日期: 2024-10-11, 交易合约: 10007955.XSHG(Call), 交易份数: 1, 交易价格: 0.1571
2025-01-26 10:56:12 - 交易日期: 2024-10-11, 交易合约: 10007878.XSHG(Put), 交易份数: 1, 交易价格: 0.0864
2025-01-26 10:56:12 - 交易日期: 2024-10-14, 交易合约: 10007955.XSHG(Call), 交易份数: 1, 交易价格: 0.1549
2025-01-26 10:56:12 - 交易日期: 2024-10-14, 交易合约: 10007878.XSHG(Put), 交易份数: 1, 交易价格: 0.0506
2025-01-26 10:56:13 - 交易日期: 2024-10-18, 交易合约: 10007955.XSHG(Call), 交易份数: 1, 交易价格: 0.125
2025-01-26 10:56:13 - 交易日期: 2024-10-18, 交易合约: 10007878.XSHG(Put), 交易份数: 1, 交易价格: 0.0533
2025-01-26 10:56:14 - 交易日期: 2024-10-21, 交易合约: 10007955.XSHG(Call), 交易份数: 1, 交易价格: 0.1205
2025-01-26 10:56:14 - 交易日期: 2024-10-21, 交易合约: 10007878.XSHG(Put), 交易份数: 1, 交易价格: 0.0491
2025-01-26 10:56:15 - 交易日期: 2024-09-06, 交易合约: 10007710.XSHG(Call), 交易份数: 1, 交易价格: 0.0759
2025-01-26 10:56:15 - 交易日期: 2024-09-06, 交易合约: 10007719.XSHG(Put), 交易份数: 1, 交易价格: 0.0198
2025-01-26 10:56:15 - 交易日期: 2024-09-09, 交易合约: 10007710.XSHG(Call), 交易份数: 1, 交易价格: 0.0577
2025-01-26 10:56:15 - 交易日期: 2024-09-09, 交易合约: 10007719.XSHG(Put), 交易份数: 1, 交易价格: 0.0336
2025-01-26 10:56:17 - 交易日期: 2024-09-13, 交易合约: 10007709.XSHG(Call), 交易份数: 1, 交易价格: 0.067
2025-01-26 10:56:17 - 交易日期: 2024-09-13, 交易合约: 10007718.XSHG(Put), 交易份数: 1, 交易价格: 0.022
2025-01-26 10:56:17 - 交易日期: 2024-09-18, 交易合约: 10007709.XSHG(Call), 交易份数: 1, 交易价格: 0.0745
2025-01-26 10:56:17 - 交易日期: 2024-09-18, 交易合约: 10007718.XSHG(Put), 交易份数: 1, 交易价格: 0.0168
2025-01-26 10:56:18 - 交易日期: 2024-09-20, 交易合约: 10007711.XSHG(Call), 交易份数: 1, 交易价格: 0.0235
2025-01-26 10:56:18 - 交易日期: 2024-09-20, 交易合约: 10007800.XSHG(Put), 交易份数: 1, 交易价格: 0.0038
2025-01-26 10:56:19 - 交易日期: 2024-09-23, 交易合约: 10007711.XSHG(Call), 交易份数: 1, 交易价格: 0.0242
2025-01-26 10:56:19 - 交易日期: 2024-09-23, 交易合约: 10007800.XSHG(Put), 交易份数: 1, 交易价格: 0.0029
2025-01-26 10:56:20 - 交易日期: 2024-09-27, 交易合约: 10007955.XSHG(Call), 交易份数: 1, 交易价格: 0.1243
2025-01-26 10:56:20 - 交易日期: 2024-09-27, 交易合约: 10007876.XSHG(Put), 交易份数: 1, 交易价格: 0.0397
2025-01-26 10:56:20 - 交易日期: 2024-09-30, 交易合约: 10007955.XSHG(Call), 交易份数: 1, 交易价格: 0.2768
2025-01-26 10:56:20 - 交易日期: 2024-09-30, 交易合约: 10007876.XSHG(Put), 交易份数: 1, 交易价格: 0.0288
2025-01-26 10:56:22 - 交易日期: 2024-09-30, 交易合约: 10007985.XSHG(Call), 交易份数: 1, 交易价格: 0.2111
2025-01-26 10:56:22 - 交易日期: 2024-09-30, 交易合约: 10007987.XSHG(Put), 交易份数: 1, 交易价格: 0.1183
2025-01-26 10:56:22 - 交易日期: 2024-10-08, 交易合约: 10007985.XSHG(Call), 交易份数: 1, 交易价格: 0.2891
2025-01-26 10:56:22 - 交易日期: 2024-10-08, 交易合约: 10007987.XSHG(Put), 交易份数: 1, 交易价格: 0.1488
2025-01-26 10:56:23 - 交易日期: 2024-10-11, 交易合约: 10007956.XSHG(Call), 交易份数: 1, 交易价格: 0.1371
2025-01-26 10:56:23 - 交易日期: 2024-10-11, 交易合约: 10007877.XSHG(Put), 交易份数: 1, 交易价格: 0.0646
2025-01-26 10:56:23 - 交易日期: 2024-10-14, 交易合约: 10007956.XSHG(Call), 交易份数: 1, 交易价格: 0.129
2025-01-26 10:56:23 - 交易日期: 2024-10-14, 交易合约: 10007877.XSHG(Put), 交易份数: 1, 交易价格: 0.0362
2025-01-26 10:56:25 - 交易日期: 2024-10-18, 交易合约: 10007956.XSHG(Call), 交易份数: 1, 交易价格: 0.1042
2025-01-26 10:56:25 - 交易日期: 2024-10-18, 交易合约: 10007877.XSHG(Put), 交易份数: 1, 交易价格: 0.0342
2025-01-26 10:56:25 - 交易日期: 2024-10-21, 交易合约: 10007956.XSHG(Call), 交易份数: 1, 交易价格: 0.0975
2025-01-26 10:56:25 - 交易日期: 2024-10-21, 交易合约: 10007877.XSHG(Put), 交易份数: 1, 交易价格: 0.0312
2025-01-26 11:09:19 - 交易日期: 2024-09-06, 交易合约: 10007710.XSHG(Call), 交易份数: 1, 交易价格: 0.0759
2025-01-26 11:09:19 - 交易日期: 2024-09-06, 交易合约: 10007719.XSHG(Put), 交易份数: 1, 交易价格: 0.0198
2025-01-26 11:09:19 - 交易日期: 2024-09-09, 交易合约: 10007710.XSHG(Call), 交易份数: 1, 交易价格: 0.0577
2025-01-26 11:09:19 - 交易日期: 2024-09-09, 交易合约: 10007719.XSHG(Put), 交易份数: 1, 交易价格: 0.0336
2025-01-26 11:09:20 - 交易日期: 2024-09-13, 交易合约: 10007709.XSHG(Call), 交易份数: 1, 交易价格: 0.067
2025-01-26 11:09:20 - 交易日期: 2024-09-13, 交易合约: 10007718.XSHG(Put), 交易份数: 1, 交易价格: 0.022
2025-01-26 11:09:21 - 交易日期: 2024-09-18, 交易合约: 10007709.XSHG(Call), 交易份数: 1, 交易价格: 0.0745
2025-01-26 11:09:21 - 交易日期: 2024-09-18, 交易合约: 10007718.XSHG(Put), 交易份数: 1, 交易价格: 0.0168
2025-01-26 11:09:22 - 交易日期: 2024-09-20, 交易合约: 10007710.XSHG(Call), 交易份数: 1, 交易价格: 0.0482
2025-01-26 11:09:22 - 交易日期: 2024-09-20, 交易合约: 10007718.XSHG(Put), 交易份数: 1, 交易价格: 0.0099
2025-01-26 11:09:22 - 交易日期: 2024-09-23, 交易合约: 10007710.XSHG(Call), 交易份数: 1, 交易价格: 0.0521
2025-01-26 11:09:22 - 交易日期: 2024-09-23, 交易合约: 10007718.XSHG(Put), 交易份数: 1, 交易价格: 0.0071
2025-01-26 11:09:23 - 交易日期: 2024-09-27, 交易合约: 10007869.XSHG(Call), 交易份数: 1, 交易价格: 0.1482
2025-01-26 11:09:23 - 交易日期: 2024-09-27, 交易合约: 10007877.XSHG(Put), 交易份数: 1, 交易价格: 0.0583
2025-01-26 11:09:24 - 交易日期: 2024-09-30, 交易合约: 10007869.XSHG(Call), 交易份数: 1, 交易价格: 0.303
2025-01-26 11:09:24 - 交易日期: 2024-09-30, 交易合约: 10007877.XSHG(Put), 交易份数: 1, 交易价格: 0.0408
2025-01-26 11:09:25 - 交易日期: 2024-09-30, 交易合约: 10007985.XSHG(Call), 交易份数: 1, 交易价格: 0.2111
2025-01-26 11:09:25 - 交易日期: 2024-09-30, 交易合约: 10007987.XSHG(Put), 交易份数: 1, 交易价格: 0.1183
2025-01-26 11:09:25 - 交易日期: 2024-10-08, 交易合约: 10007985.XSHG(Call), 交易份数: 1, 交易价格: 0.2891
2025-01-26 11:09:25 - 交易日期: 2024-10-08, 交易合约: 10007987.XSHG(Put), 交易份数: 1, 交易价格: 0.1488
2025-01-26 11:09:26 - 交易日期: 2024-10-11, 交易合约: 10007955.XSHG(Call), 交易份数: 1, 交易价格: 0.1571
2025-01-26 11:09:26 - 交易日期: 2024-10-11, 交易合约: 10007878.XSHG(Put), 交易份数: 1, 交易价格: 0.0864
2025-01-26 11:09:26 - 交易日期: 2024-10-14, 交易合约: 10007955.XSHG(Call), 交易份数: 1, 交易价格: 0.1549
2025-01-26 11:09:26 - 交易日期: 2024-10-14, 交易合约: 10007878.XSHG(Put), 交易份数: 1, 交易价格: 0.0506
2025-01-26 11:09:28 - 交易日期: 2024-10-18, 交易合约: 10007955.XSHG(Call), 交易份数: 1, 交易价格: 0.125
2025-01-26 11:09:28 - 交易日期: 2024-10-18, 交易合约: 10007878.XSHG(Put), 交易份数: 1, 交易价格: 0.0533
2025-01-26 11:09:28 - 交易日期: 2024-10-21, 交易合约: 10007955.XSHG(Call), 交易份数: 1, 交易价格: 0.1205
2025-01-26 11:09:28 - 交易日期: 2024-10-21, 交易合约: 10007878.XSHG(Put), 交易份数: 1, 交易价格: 0.0491
2025-01-26 11:10:56 - 交易日期: 2024-09-06, 交易合约: 10007710.XSHG(Call), 交易份数: 1, 交易价格: 0.0759
2025-01-26 11:10:56 - 交易日期: 2024-09-06, 交易合约: 10007719.XSHG(Put), 交易份数: 1, 交易价格: 0.0198
2025-01-26 11:10:56 - 交易日期: 2024-09-09, 交易合约: 10007710.XSHG(Call), 交易份数: 1, 交易价格: 0.0577
2025-01-26 11:10:56 - 交易日期: 2024-09-09, 交易合约: 10007719.XSHG(Put), 交易份数: 1, 交易价格: 0.0336
2025-01-26 11:10:58 - 交易日期: 2024-09-13, 交易合约: 10007709.XSHG(Call), 交易份数: 1, 交易价格: 0.067
2025-01-26 11:10:58 - 交易日期: 2024-09-13, 交易合约: 10007718.XSHG(Put), 交易份数: 1, 交易价格: 0.022
2025-01-26 11:10:58 - 交易日期: 2024-09-18, 交易合约: 10007709.XSHG(Call), 交易份数: 1, 交易价格: 0.0745
2025-01-26 11:10:58 - 交易日期: 2024-09-18, 交易合约: 10007718.XSHG(Put), 交易份数: 1, 交易价格: 0.0168
2025-01-26 11:10:59 - 交易日期: 2024-09-20, 交易合约: 10007710.XSHG(Call), 交易份数: 1, 交易价格: 0.0482
2025-01-26 11:10:59 - 交易日期: 2024-09-20, 交易合约: 10007718.XSHG(Put), 交易份数: 1, 交易价格: 0.0099
2025-01-26 11:10:59 - 交易日期: 2024-09-23, 交易合约: 10007710.XSHG(Call), 交易份数: 1, 交易价格: 0.0521
2025-01-26 11:10:59 - 交易日期: 2024-09-23, 交易合约: 10007718.XSHG(Put), 交易份数: 1, 交易价格: 0.0071
2025-01-26 11:11:01 - 交易日期: 2024-09-27, 交易合约: 10007869.XSHG(Call), 交易份数: 1, 交易价格: 0.1482
2025-01-26 11:11:01 - 交易日期: 2024-09-27, 交易合约: 10007877.XSHG(Put), 交易份数: 1, 交易价格: 0.0583
2025-01-26 11:11:01 - 交易日期: 2024-09-30, 交易合约: 10007869.XSHG(Call), 交易份数: 1, 交易价格: 0.303
2025-01-26 11:11:01 - 交易日期: 2024-09-30, 交易合约: 10007877.XSHG(Put), 交易份数: 1, 交易价格: 0.0408
2025-01-26 11:11:02 - 交易日期: 2024-09-30, 交易合约: 10007985.XSHG(Call), 交易份数: 1, 交易价格: 0.2111
2025-01-26 11:11:02 - 交易日期: 2024-09-30, 交易合约: 10007987.XSHG(Put), 交易份数: 1, 交易价格: 0.1183
2025-01-26 11:11:02 - 交易日期: 2024-10-08, 交易合约: 10007985.XSHG(Call), 交易份数: 1, 交易价格: 0.2891
2025-01-26 11:11:02 - 交易日期: 2024-10-08, 交易合约: 10007987.XSHG(Put), 交易份数: 1, 交易价格: 0.1488
2025-01-26 11:11:04 - 交易日期: 2024-10-11, 交易合约: 10007955.XSHG(Call), 交易份数: 1, 交易价格: 0.1571
2025-01-26 11:11:04 - 交易日期: 2024-10-11, 交易合约: 10007878.XSHG(Put), 交易份数: 1, 交易价格: 0.0864
2025-01-26 11:11:04 - 交易日期: 2024-10-14, 交易合约: 10007955.XSHG(Call), 交易份数: 1, 交易价格: 0.1549
2025-01-26 11:11:04 - 交易日期: 2024-10-14, 交易合约: 10007878.XSHG(Put), 交易份数: 1, 交易价格: 0.0506
2025-01-26 11:11:05 - 交易日期: 2024-10-18, 交易合约: 10007955.XSHG(Call), 交易份数: 1, 交易价格: 0.125
2025-01-26 11:11:05 - 交易日期: 2024-10-18, 交易合约: 10007878.XSHG(Put), 交易份数: 1, 交易价格: 0.0533
2025-01-26 11:11:05 - 交易日期: 2024-10-21, 交易合约: 10007955.XSHG(Call), 交易份数: 1, 交易价格: 0.1205
2025-01-26 11:11:05 - 交易日期: 2024-10-21, 交易合约: 10007878.XSHG(Put), 交易份数: 1, 交易价格: 0.0491
2025-01-26 11:18:33 - 交易日期: 2024-09-06, 交易合约: 10007710.XSHG(Call), 交易份数: 1, 交易价格: 0.0759
2025-01-26 11:18:33 - 交易日期: 2024-09-06, 交易合约: 10007719.XSHG(Put), 交易份数: 1, 交易价格: 0.0198
2025-01-26 11:18:33 - 交易日期: 2024-09-09, 交易合约: 10007710.XSHG(Call), 交易份数: 1, 交易价格: 0.0577
2025-01-26 11:18:33 - 交易日期: 2024-09-09, 交易合约: 10007719.XSHG(Put), 交易份数: 1, 交易价格: 0.0336
2025-01-26 11:18:35 - 交易日期: 2024-09-13, 交易合约: 10007709.XSHG(Call), 交易份数: 1, 交易价格: 0.067
2025-01-26 11:18:35 - 交易日期: 2024-09-13, 交易合约: 10007718.XSHG(Put), 交易份数: 1, 交易价格: 0.022
2025-01-26 11:18:35 - 交易日期: 2024-09-18, 交易合约: 10007709.XSHG(Call), 交易份数: 1, 交易价格: 0.0745
2025-01-26 11:18:35 - 交易日期: 2024-09-18, 交易合约: 10007718.XSHG(Put), 交易份数: 1, 交易价格: 0.0168
2025-01-26 11:18:39 - 交易日期: 2024-09-20, 交易合约: 10007710.XSHG(Call), 交易份数: 1, 交易价格: 0.0482
2025-01-26 11:18:39 - 交易日期: 2024-09-20, 交易合约: 10007718.XSHG(Put), 交易份数: 1, 交易价格: 0.0099
2025-01-26 11:18:40 - 交易日期: 2024-09-23, 交易合约: 10007710.XSHG(Call), 交易份数: 1, 交易价格: 0.0521
2025-01-26 11:18:40 - 交易日期: 2024-09-23, 交易合约: 10007718.XSHG(Put), 交易份数: 1, 交易价格: 0.0071
2025-01-26 11:18:44 - 交易日期: 2024-09-27, 交易合约: 10007869.XSHG(Call), 交易份数: 1, 交易价格: 0.1482
2025-01-26 11:18:44 - 交易日期: 2024-09-27, 交易合约: 10007877.XSHG(Put), 交易份数: 1, 交易价格: 0.0583
2025-01-26 11:18:44 - 交易日期: 2024-09-30, 交易合约: 10007869.XSHG(Call), 交易份数: 1, 交易价格: 0.303
2025-01-26 11:18:44 - 交易日期: 2024-09-30, 交易合约: 10007877.XSHG(Put), 交易份数: 1, 交易价格: 0.0408
2025-01-26 11:18:46 - 交易日期: 2024-09-30, 交易合约: 10007985.XSHG(Call), 交易份数: 1, 交易价格: 0.2111
2025-01-26 11:18:46 - 交易日期: 2024-09-30, 交易合约: 10007987.XSHG(Put), 交易份数: 1, 交易价格: 0.1183
2025-01-26 11:18:46 - 交易日期: 2024-10-08, 交易合约: 10007985.XSHG(Call), 交易份数: 1, 交易价格: 0.2891
2025-01-26 11:18:46 - 交易日期: 2024-10-08, 交易合约: 10007987.XSHG(Put), 交易份数: 1, 交易价格: 0.1488
2025-01-26 11:18:48 - 交易日期: 2024-10-11, 交易合约: 10007955.XSHG(Call), 交易份数: 1, 交易价格: 0.1571
2025-01-26 11:18:48 - 交易日期: 2024-10-11, 交易合约: 10007878.XSHG(Put), 交易份数: 1, 交易价格: 0.0864
2025-01-26 11:18:48 - 交易日期: 2024-10-14, 交易合约: 10007955.XSHG(Call), 交易份数: 1, 交易价格: 0.1549
2025-01-26 11:18:48 - 交易日期: 2024-10-14, 交易合约: 10007878.XSHG(Put), 交易份数: 1, 交易价格: 0.0506
2025-01-26 11:18:52 - 交易日期: 2024-10-18, 交易合约: 10007955.XSHG(Call), 交易份数: 1, 交易价格: 0.125
2025-01-26 11:18:52 - 交易日期: 2024-10-18, 交易合约: 10007878.XSHG(Put), 交易份数: 1, 交易价格: 0.0533
2025-01-26 11:18:53 - 交易日期: 2024-10-21, 交易合约: 10007955.XSHG(Call), 交易份数: 1, 交易价格: 0.1205
2025-01-26 11:18:53 - 交易日期: 2024-10-21, 交易合约: 10007878.XSHG(Put), 交易份数: 1, 交易价格: 0.0491
